scenario_type,duration,nb_nodes,malicious,commission,seed,average_total_offers_delay,average_total_demand_delay,txFinality_tmp_normal,count_offers_quantity_ratio,count_demands_quantity_ratio,expired_offers_quantity_ratio,utlisation_ratio,attack_ratio,seller_profit,buyer_profit,nsp_profit,average_price
1,1000,4,1,10,2.0,45.61066,45.999340000000004,2.659068,0.4815666,0.5184333999999999,0.0,0.161122,0.29808840000000003,4.903498000000001,0.1904556,0.5903498,5.903498000000001
1,1000,10,1,10,2.0,30.22998,32.0995,3.7732280000000005,0.45771639999999997,0.5422836,0.0,0.23458679999999998,0.0322302,4.520774,0.43393740000000003,0.5520773999999999,5.520774
1,1000,16,1,10,2.0,26.854219999999998,28.98062,4.998203999999999,0.46521939999999995,0.5347806,0.0,0.25987740000000004,0.01024946,4.333596,0.2910818,0.5333596,5.333596
1,1000,22,1,10,2.0,25.4879,25.855759999999997,6.284338,0.47174560000000004,0.5282544,0.0,0.3005874,0.004427834,4.2377839999999996,0.28373879999999996,0.5237784,5.2377839999999996
