4, 0, 0, 100, 3.07354, 16.8174, 2.63702, 0.0725806, 0.927419, 0, 0.0120968, 0, 0, 10, -0.590517, 10.7217, -0.065613
4, 0, 0, 500, 5.7786, 39.4483, 2.68298, 0.175306, 0.824694, 0.0537634, 0.0433553, 0, 0, 10, 2.72842, 6.66526, 0.303158
4, 0, 0, 1000, 10.7252, 46.2337, 2.69123, 0.208742, 0.791258, 0.0128205, 0.029884, 0, 0, 10, 1.15426, 8.58924, 0.128251
4, 0, 0, 5000, 8.56738, 32.2554, 2.63427, 0.242377, 0.757623, 0.00286738, 0.0377899, 0, 0, 10, 1.59425, 8.05147, 0.177139
4, 0, 1, 100, 2.87354, 2.56082, 2.71734, 0.15625, 0.84375, 0, 0.0133929, 0, 0, 10, -0.590517, 10.7217, -0.065613
4, 0, 1, 500, 3.24959, 21.9975, 2.71263, 0.203312, 0.796688, 0.0180995, 0.0340386, 0, 0, 10, 3.59288, 5.6087, 0.399209
4, 0, 1, 1000, 4.05878, 29.1573, 2.67274, 0.215207, 0.784793, 0.0309917, 0.0377946, 0, 0, 10, 2.42593, 7.03497, 0.269548
4, 0, 1, 5000, 11.2797, 30.5273, 2.64074, 0.241536, 0.758464, 0.00650289, 0.0378709, 0, 0, 10, 1.67815, 7.94893, 0.186461
4, 0, 2, 100, 3.13047, 9.70532, 2.7603, 0.213542, 0.786458, 0.0487805, 0.0520833, 0, 0, 10, 2.26633, 7.23004, 0.251815
4, 0, 2, 500, 3.36954, 18.205, 2.59882, 0.219538, 0.780462, 0.076555, 0.0283613, 0, 0, 10, 4.6537, 4.31215, 0.517077
4, 0, 2, 1000, 11.0341, 20.5918, 2.59581, 0.238741, 0.761259, 0, 0.0547215, 0, 0, 10, 2.43403, 7.02507, 0.270448
4, 0, 2, 5000, 10.2664, 36.7162, 2.615, 0.250223, 0.749777, 0, 0.0415999, 0, 0, 10, 2.63758, 6.77629, 0.293065
4, 0, 3, 100, 5.35844, 3.37845, 2.79705, 0.155405, 0.844595, 0, 0.0540541, 0, 0, 10, 1.64455, 7.99, 0.182727
4, 0, 3, 500, 5.59719, 28.6679, 2.6972, 0.207526, 0.792474, 0.0384615, 0.0239453, 0, 0, 10, 3.52998, 5.68558, 0.39222
