4, 0, 0, 1000, 57.0047, 60.2232, 3.77738, 0.365055, 0.634945, 0.126068, 0.113885
4, 0, 0, 2000, 47.3411, 61.8994, 3.72002, 0.352989, 0.647011, 0.0207373, 0.107767
4, 0, 0, 3000, 36.7507, 55.6112, 3.688, 0.380374, 0.619626, 0.0206117, 0.116085
4, 0, 0, 4000, 33.9318, 49.5638, 3.69341, 0.409014, 0.590986, 0.0156754, 0.136149
4, 0, 0, 5000, 33.9034, 56.43, 3.7111, 0.413089, 0.586911, 0.0301075, 0.118448
4, 0, 1, 1000, 44.9603, 53.0408, 3.66031, 0.375776, 0.624224, 0.0702479, 0.113354
4, 0, 1, 2000, 37.3612, 48.9194, 3.67238, 0.377253, 0.622747, 0.0127389, 0.122147
4, 0, 1, 3000, 29.4781, 48.3618, 3.6609, 0.401306, 0.598694, 0.0162703, 0.144651
4, 0, 1, 4000, 28.356, 52.4944, 3.65972, 0.413623, 0.586377, 0.0150961, 0.142857
4, 0, 1, 5000, 28.0301, 53.9914, 3.67811, 0.412457, 0.587543, 0.0231214, 0.130234
4, 0, 2, 1000, 24.8742, 47.0063, 3.60672, 0.405761, 0.594239, 0.0831643, 0.13251
4, 0, 2, 2000, 20.1774, 43.0476, 3.674, 0.403624, 0.596376, 0.0285714, 0.146211
4, 0, 2, 3000, 27.2771, 47.6583, 3.69004, 0.424974, 0.575026, 0.00794136, 0.161215
4, 0, 2, 4000, 24.8975, 50.2457, 3.68228, 0.421348, 0.578652, 0.0110345, 0.140643
4, 0, 2, 5000, 30.0006, 53.014, 3.69636, 0.423552, 0.576448, 0.01246, 0.140682
4, 0, 3, 1000, 25.7913, 44.3078, 3.60208, 0.446013, 0.553987, 0.0837989, 0.145349
4, 0, 3, 2000, 28.822, 39.5735, 3.65772, 0.414338, 0.585662, 0.0410557, 0.158364
4, 0, 3, 3000, 27.2799, 44.4509, 3.67301, 0.410567, 0.589433, 0.00564972, 0.163918
4, 0, 3, 4000, 25.6304, 49.9488, 3.66784, 0.406617, 0.593383, 0.00993377, 0.14522
4, 0, 3, 5000, 26.8655, 50.997, 3.68505, 0.405145, 0.594855, 0.0193093, 0.134798
4, 0, 4, 1000, 19.7612, 33.8918, 3.63309, 0.442382, 0.557618, 0.0716783, 0.206497
4, 0, 4, 2000, 23.4565, 44.4956, 3.65961, 0.428304, 0.571696, 0.0384615, 0.182703
4, 0, 4, 3000, 22.067, 45.4795, 3.67528, 0.432033, 0.567967, 0.0106562, 0.185122
4, 0, 4, 4000, 22.0556, 49.7789, 3.6823, 0.424486, 0.575514, 0.00748569, 0.177196
4, 0, 4, 5000, 23.659, 50.2304, 3.69156, 0.421893, 0.578107, 0.0119215, 0.167899
4, 0, 5, 1000, 18.3069, 36.248, 3.66876, 0.472177, 0.527823, 0.0797227, 0.209493
4, 0, 5, 2000, 22.4398, 47.3014, 3.6624, 0.425875, 0.574125, 0.0489381, 0.17617
4, 0, 5, 3000, 22.0633, 45.1011, 3.67981, 0.434859, 0.565141, 0.0161943, 0.177817
4, 0, 5, 4000, 20.6061, 44.1044, 3.67443, 0.425581, 0.574419, 0.0099278, 0.17246
4, 0, 5, 5000, 21.6743, 43.7945, 3.67753, 0.425439, 0.574561, 0.0138642, 0.165608
4, 0, 6, 1000, 21.3172, 33.4166, 3.74754, 0.46234, 0.53766, 0.0415945, 0.219551
4, 0, 6, 2000, 23.2264, 45.1016, 3.68245, 0.43081, 0.56919, 0.0479148, 0.180046
4, 0, 6, 3000, 22.875, 46.6946, 3.68035, 0.429267, 0.570733, 0.0181509, 0.177258
4, 0, 6, 4000, 22.5307, 48.1095, 3.68936, 0.424745, 0.575255, 0.0142096, 0.170879
4, 0, 6, 5000, 22.3161, 47.4449, 3.69437, 0.417228, 0.582772, 0.0111311, 0.163895
4, 0, 7, 1000, 24.4712, 42.9044, 3.73514, 0.454041, 0.545959, 0.0226876, 0.217908
4, 0, 7, 2000, 28.1858, 47.1264, 3.68975, 0.443283, 0.556717, 0.0497817, 0.180023
4, 0, 7, 3000, 29.8668, 48.7528, 3.69269, 0.44798, 0.55202, 0.0180328, 0.176255
4, 0, 7, 4000, 29.2541, 50.0503, 3.69309, 0.449581, 0.550419, 0.0126957, 0.175609
4, 0, 7, 5000, 27.0266, 48.4556, 3.69504, 0.437887, 0.562113, 0.00861772, 0.17283
4, 0, 8, 1000, 13.7766, 44.112, 3.70629, 0.455665, 0.544335, 0.0324324, 0.198686
4, 0, 8, 2000, 21.3121, 51.7246, 3.67485, 0.451964, 0.548036, 0.0481928, 0.18942
4, 0, 8, 3000, 29.8706, 54.7641, 3.6618, 0.438384, 0.561616, 0.0190092, 0.181313
4, 0, 8, 4000, 27.5943, 55.1876, 3.67007, 0.441285, 0.558715, 0.00745287, 0.177791
4, 0, 8, 5000, 26.3609, 53.7531, 3.67724, 0.431131, 0.568869, 0.00739697, 0.174791
4, 0, 9, 1000, 12.0236, 41.0944, 3.66996, 0.456897, 0.543103, 0.0377358, 0.192006
4, 0, 9, 2000, 17.9563, 48.8283, 3.69997, 0.458726, 0.541274, 0.0484799, 0.193743
