4, 0, 0, 1000, 57.1671, 61.12, 3.77738, 0.208742, 0.791258, 0.121795, 0.0700268
4, 0, 0, 2000, 54.4224, 64.554, 3.72002, 0.198763, 0.801237, 0.0207373, 0.0599954
4, 0, 0, 3000, 36.5448, 67.5034, 3.688, 0.218224, 0.781776, 0.0206117, 0.0638421
4, 0, 0, 4000, 32.6727, 66.0283, 3.69341, 0.239404, 0.760596, 0.0193638, 0.0742826
4, 0, 0, 5000, 31.2784, 70.5126, 3.7111, 0.242377, 0.757623, 0.0301075, 0.0648076
4, 0, 1, 1000, 44.2683, 73.7182, 3.66031, 0.215207, 0.784793, 0.088843, 0.0586928
4, 0, 1, 2000, 36.2981, 74.3258, 3.67238, 0.215709, 0.784291, 0.0127389, 0.0632013
4, 0, 1, 3000, 26.7143, 65.7844, 3.6609, 0.233455, 0.766545, 0.0162703, 0.0771366
4, 0, 1, 4000, 25.6974, 73.6874, 3.65972, 0.242539, 0.757461, 0.0150961, 0.0752247
4, 0, 1, 5000, 27.1331, 75.5718, 3.67811, 0.241536, 0.758464, 0.0223988, 0.0693717
4, 0, 2, 1000, 18.8991, 54.4349, 3.60672, 0.238741, 0.761259, 0.0831643, 0.0784504
4, 0, 2, 2000, 16.7911, 58.6453, 3.674, 0.236258, 0.763742, 0.0285714, 0.0848602
4, 0, 2, 3000, 22.4861, 65.5172, 3.69004, 0.251846, 0.748154, 0.00794136, 0.0923077
4, 0, 2, 4000, 21.5308, 70.0834, 3.68228, 0.248685, 0.751315, 0.0110345, 0.0799223
4, 0, 2, 5000, 23.762, 69.4093, 3.69636, 0.250223, 0.749777, 0.0128159, 0.0797256
4, 0, 3, 1000, 18.2773, 49.7918, 3.60208, 0.271075, 0.728925, 0.0856611, 0.093892
4, 0, 3, 2000, 19.7705, 56.1678, 3.65772, 0.244795, 0.755205, 0.0449658, 0.0935631
4, 0, 3, 3000, 19.1674, 61.2093, 3.67301, 0.241291, 0.758709, 0.00564972, 0.0914874
4, 0, 3, 4000, 18.1125, 61.0374, 3.66784, 0.238117, 0.761883, 0.00993377, 0.0790719
4, 0, 3, 5000, 19.4813, 64.4688, 3.68505, 0.236956, 0.763044, 0.0163387, 0.074791
4, 0, 4, 1000, 21.2937, 39.3013, 3.63309, 0.266791, 0.733209, 0.0734266, 0.118937
4, 0, 4, 2000, 21.2059, 56.6685, 3.65961, 0.254335, 0.745665, 0.0393357, 0.103157
4, 0, 4, 3000, 19.7866, 60.0663, 3.67528, 0.256768, 0.743232, 0.0106562, 0.103687
4, 0, 4, 4000, 20.0873, 62.1188, 3.6823, 0.250912, 0.749088, 0.00748569, 0.0954591
4, 0, 4, 5000, 21.7972, 62.8429, 3.69156, 0.248627, 0.751373, 0.0136746, 0.0917095
4, 0, 5, 1000, 20.3056, 50.5449, 3.66876, 0.293489, 0.706511, 0.0623917, 0.128179
4, 0, 5, 2000, 20.3531, 58.3499, 3.6624, 0.253987, 0.746013, 0.0507849, 0.09803
4, 0, 5, 3000, 19.2473, 74.9233, 3.67981, 0.260509, 0.739491, 0.0161943, 0.0949224
4, 0, 5, 4000, 18.8676, 71.4274, 3.67443, 0.252939, 0.747061, 0.0099278, 0.0927976
4, 0, 5, 5000, 19.0019, 68.8311, 3.67753, 0.252513, 0.747487, 0.0138642, 0.0869838
4, 0, 6, 1000, 12.1214, 39.8204, 3.74754, 0.28326, 0.71674, 0.0519931, 0.11782
4, 0, 6, 2000, 14.4028, 56.2856, 3.68245, 0.257423, 0.742577, 0.0488021, 0.0941069
4, 0, 6, 3000, 12.9768, 62.4538, 3.68035, 0.256586, 0.743414, 0.0181509, 0.0938728
4, 0, 6, 4000, 13.3231, 64.1179, 3.68936, 0.252551, 0.747449, 0.0159858, 0.091062
4, 0, 6, 5000, 14.0695, 62.9836, 3.69437, 0.246591, 0.753409, 0.0111311, 0.0872145
4, 0, 7, 1000, 18.7481, 53.3092, 3.73514, 0.274952, 0.725048, 0.034904, 0.12524
4, 0, 7, 2000, 21.81, 63.6151, 3.68975, 0.266962, 0.733038, 0.0462882, 0.101655
4, 0, 7, 3000, 20.3593, 63.081, 3.69269, 0.27067, 0.72933, 0.0218579, 0.100429
4, 0, 7, 4000, 20.5719, 63.2555, 3.69309, 0.271422, 0.728578, 0.0105798, 0.101769
4, 0, 7, 5000, 21.6137, 61.5387, 3.69504, 0.261965, 0.738035, 0.00861772, 0.100054
4, 0, 8, 1000, 8.47974, 49.8604, 3.70629, 0.275982, 0.724018, 0.045045, 0.111387
4, 0, 8, 2000, 19.2823, 56.5151, 3.67484, 0.274769, 0.725231, 0.055938, 0.105462
4, 0, 8, 3000, 20.4686, 61.6776, 3.6618, 0.26371, 0.73629, 0.0190092, 0.0979796
4, 0, 8, 4000, 19.5928, 70.171, 3.67007, 0.265387, 0.734613, 0.00789128, 0.0947062
4, 0, 8, 5000, 20.2881, 67.6418, 3.67724, 0.257249, 0.742751, 0.00739697, 0.0938746
4, 0, 9, 1000, 8.52528, 50.499, 3.66996, 0.276172, 0.723828, 0.0377358, 0.10469
4, 0, 9, 2000, 15.4321, 55.3604, 3.69997, 0.279642, 0.720358, 0.05341, 0.0988051
4, 0, 9, 3000, 22.8269, 53.7776, 3.69459, 0.261318, 0.738682, 0.0148656, 0.0948752
4, 0, 9, 4000, 24.4979, 55.5729, 3.68388, 0.264567, 0.735433, 0.0100305, 0.0941502
4, 0, 9, 5000, 22.7223, 57.719, 3.68513, 0.258316, 0.741684, 0.00526316, 0.0937188
4, 1, 0, 1000, 53.5374, 20.9527, 3.77738, 0.709287, 0.290713, 0.364326, 0.127187
4, 1, 0, 2000, 54.3199, 18.4236, 3.72002, 0.619342, 0.380658, 0.200664, 0.127572
